sample	stable_mse	final_mse	gain	mapping_gate	shape_gate	scale_gate	shift_gate	pattern_entropy
2269	0.282649219	0.282649219	0	0	0.860955894	0.7621571422	0.5796599388	0
2270	0.365206778	0.365206778	0	0	0.8480713964	0.753849864	0.5504855514	0
2271	0.4022748172	0.4022748172	0	0	0.8751553893	0.7882663012	0.5976781249	0
2272	0.3840560317	0.3840560317	0	0	0.8659241199	0.76944381	0.5717037916	0
2273	0.3634926677	0.3634926677	0	0	0.8707922697	0.7733578682	0.5812667608	0
2274	0.3107804656	0.3107804656	0	0	0.8754175305	0.781454742	0.5950005054	0
2275	0.3264186382	0.3264186382	0	0	0.8850669861	0.7963365912	0.6239582896	0
2276	0.3241352737	0.3241352737	0	0	0.8461768627	0.7531463504	0.5593085289	0
2277	0.3529481292	0.3529481292	0	0	0.8502063751	0.7568556666	0.563056469	0
2278	0.4091092944	0.4091092944	0	0	0.8457655907	0.7543406487	0.5561122894	0
2279	0.3646706045	0.3646706045	0	0	0.8749554157	0.7887206078	0.6037338376	0
2280	0.3949980438	0.3949980438	0	0	0.8619952202	0.763423562	0.5685660243	0
2281	0.4292756021	0.4292756021	0	0	0.8712059855	0.7717836499	0.5867494345	0
2282	0.4414706826	0.4414706826	0	0	0.8798273206	0.7860199809	0.6116387248	0
2283	0.4574937224	0.4574937224	0	0	0.8884353638	0.7969649434	0.6353314519	0
2284	0.4559878707	0.4559878707	0	0	0.8491041064	0.7549578547	0.5648244023	0
2285	0.5301668048	0.5301668048	0	0	0.8651833534	0.7732118964	0.5950564146	0
2286	0.6352157593	0.6352157593	0	0	0.8696987629	0.7828098536	0.6029092073	0
2287	0.5347218513	0.5347218513	0	0	0.887763679	0.8025292158	0.6325814128	0
2288	0.541985631	0.541985631	0	0	0.8656291962	0.7697623372	0.5765714645	0
2289	0.4985717535	0.4985717535	0	0	0.8792623878	0.7908072472	0.6078813076	0
2290	0.3724887371	0.3724887371	0	0	0.8666377068	0.7737939954	0.588938117	0
2291	0.3952795267	0.3952795267	0	0	0.8793160319	0.7912953496	0.6198039055	0
2292	0.3863418102	0.3863418102	0	0	0.8368098736	0.7498322725	0.5572365522	0
2293	0.4077113569	0.4077113569	0	0	0.846585393	0.7591018081	0.5697683692	0
2294	0.5034604073	0.5034604073	0	0	0.8425837159	0.7572897077	0.5596678257	0
2295	0.5090451241	0.5090451241	0	0	0.8747867346	0.7929087877	0.6091950536	0
2296	0.5147348046	0.5147348046	0	0	0.8555982709	0.7630660534	0.5646942258	0
2297	0.4431094229	0.4431094229	0	0	0.8592606783	0.7689342499	0.5766026378	0
2298	0.3736404777	0.3736404777	0	0	0.8559684753	0.7661278248	0.574028492	0
2299	0.3937830329	0.3937830329	0	0	0.8667320013	0.7796429992	0.5976301432	0
2300	0.3472088873	0.3472088873	0	0	0.8153811693	0.7252392769	0.5220398903	0
2301	0.3951133192	0.3951133192	0	0	0.8344569206	0.7447342873	0.5466588736	0
2302	0.5343114138	0.5343114138	0	0	0.8684670329	0.7834557891	0.5988630056	0
2303	0.4865743518	0.4865743518	0	0	0.8816377521	0.7993758321	0.6203598976	0
2304	0.4709694684	0.4709694684	0	0	0.868368268	0.7781604528	0.5867618918	0
