sample,mae_with_control,mae_without_control,better
2173,0.7475461363792419,0.7475461363792419,no_control
2174,0.7410500645637512,0.7410500645637512,no_control
2175,0.7320767641067505,0.7320767641067505,no_control
2176,0.7297075390815735,0.7297075390815735,no_control
2177,0.7319032549858093,0.7319032549858093,no_control
2178,0.7416631579399109,0.7416631579399109,no_control
2179,0.7511420845985413,0.7511420845985413,no_control
2180,0.7600420117378235,0.7600420117378235,no_control
2181,0.767670214176178,0.767670214176178,no_control
2182,0.7742553353309631,0.7742553353309631,no_control
2183,0.7826074957847595,0.7826074957847595,no_control
2184,0.7960960865020752,0.7960960865020752,no_control
2185,0.8120853900909424,0.8120853900909424,no_control
2186,0.8250707983970642,0.8250707983970642,no_control
2187,0.8322516083717346,0.8322516083717346,no_control
2188,0.8419041633605957,0.8419041633605957,no_control
2189,0.8543568849563599,0.8543568849563599,no_control
2190,0.8677698969841003,0.8677698969841003,no_control
2191,0.8788699507713318,0.8788699507713318,no_control
2192,0.8877103924751282,0.8877103924751282,no_control
2193,0.8876229524612427,0.8876229524612427,no_control
2194,0.8911373019218445,0.8911373019218445,no_control
2195,0.8887786865234375,0.8887786865234375,no_control
2196,0.89013671875,0.89013671875,no_control
2197,0.8934875130653381,0.8934875130653381,no_control
2198,0.901220440864563,0.901220440864563,no_control
2199,0.9045829176902771,0.9045829176902771,no_control
2200,0.909968376159668,0.909968376159668,no_control
2201,0.915607213973999,0.915607213973999,no_control
2202,0.9128552675247192,0.9128552675247192,no_control
2203,0.9137449860572815,0.9137449860572815,no_control
2204,0.9181472659111023,0.9181472659111023,no_control
2205,0.92157381772995,0.92157381772995,no_control
2206,0.9228719472885132,0.9228719472885132,no_control
2207,0.9292798638343811,0.9292798638343811,no_control
2208,0.9296402931213379,0.9296402931213379,no_control
2209,0.9263489246368408,0.9263489246368408,no_control
2210,0.9196354150772095,0.9196354150772095,no_control
2211,0.9125713109970093,0.9125713109970093,no_control
2212,0.9068847298622131,0.9068847298622131,no_control
2213,0.9026960134506226,0.9026960134506226,no_control
